match_id,season,team1,team2,toss_winner,toss_decision,venue,winner
1,IPL-2017,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad
2,IPL-2017,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant
3,IPL-2017,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,field,Saurashtra Cricket Association Stadium,Kolkata Knight Riders
4,IPL-2017,Rising Pune Supergiant,Kings XI Punjab,Kings XI Punjab,field,Holkar Cricket Stadium,Kings XI Punjab
5,IPL-2017,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,M Chinnaswamy Stadium,Royal Challengers Bangalore
6,IPL-2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad
7,IPL-2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians
8,IPL-2017,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Holkar Cricket Stadium,Kings XI Punjab
9,IPL-2017,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Delhi Daredevils
10,IPL-2017,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians
11,IPL-2017,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders
12,IPL-2017,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians
13,IPL-2017,Rising Pune Supergiant,Gujarat Lions,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Gujarat Lions
14,IPL-2017,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders
15,IPL-2017,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils
16,IPL-2017,Gujarat Lions,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians
17,IPL-2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Rising Pune Supergiant
18,IPL-2017,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Feroz Shah Kotla,Kolkata Knight Riders
19,IPL-2017,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad
20,IPL-2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore
21,IPL-2017,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad
22,IPL-2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,Mumbai Indians
23,IPL-2017,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Eden Gardens,Gujarat Lions
24,IPL-2017,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Wankhede Stadium,Mumbai Indians
25,IPL-2017,Sunrisers Hyderabad,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant
26,IPL-2017,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Kings XI Punjab
27,IPL-2017,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Kolkata Knight Riders
28,IPL-2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Rising Pune Supergiant
29,IPL-2017,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,Kolkata Knight Riders
30,IPL-2017,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,M Chinnaswamy Stadium,Gujarat Lions
31,IPL-2017,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders
32,IPL-2017,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad
33,IPL-2017,Rising Pune Supergiant,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant
34,IPL-2017,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,Saurashtra Cricket Association Stadium,Mumbai Indians
35,IPL-2017,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab
36,IPL-2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad
37,IPL-2017,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,Wankhede Stadium,Mumbai Indians
38,IPL-2017,Gujarat Lions,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant
39,IPL-2017,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Delhi Daredevils
40,IPL-2017,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Eden Gardens,Rising Pune Supergiant
41,IPL-2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Delhi Daredevils
42,IPL-2017,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Kings XI Punjab
43,IPL-2017,Rising Pune Supergiant,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiant
44,IPL-2017,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Mumbai Indians
45,IPL-2017,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Kolkata Knight Riders
46,IPL-2017,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions
47,IPL-2017,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad
48,IPL-2017,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab
49,IPL-2017,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,Green Park,Delhi Daredevils
50,IPL-2017,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Kings XI Punjab
51,IPL-2017,Delhi Daredevils,Rising Pune Supergiant,Delhi Daredevils,bat,Feroz Shah Kotla,Delhi Daredevils
52,IPL-2017,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Green Park,Sunrisers Hyderabad
53,IPL-2017,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Mumbai Indians
54,IPL-2017,Kings XI Punjab,Rising Pune Supergiant,Rising Pune Supergiant,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiant
55,IPL-2017,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,Feroz Shah Kotla,Royal Challengers Bangalore
56,IPL-2017,Rising Pune Supergiant,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Rising Pune Supergiant
57,IPL-2017,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Kolkata Knight Riders
58,IPL-2017,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians
59,IPL-2017,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians
60,IPL-2008,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Kolkata Knight Riders
61,IPL-2008,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings
62,IPL-2008,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Feroz Shah Kotla,Delhi Daredevils
63,IPL-2008,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Wankhede Stadium,Royal Challengers Bangalore
64,IPL-2008,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,bat,Eden Gardens,Kolkata Knight Riders
65,IPL-2008,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Sawai Mansingh Stadium,Rajasthan Royals
66,IPL-2008,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils
67,IPL-2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
68,IPL-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals
69,IPL-2008,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
70,IPL-2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M Chinnaswamy Stadium,Rajasthan Royals
71,IPL-2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
72,IPL-2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Dr DY Patil Sports Academy,Deccan Chargers
73,IPL-2008,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
74,IPL-2008,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,M Chinnaswamy Stadium,Chennai Super Kings
75,IPL-2008,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Eden Gardens,Mumbai Indians
76,IPL-2008,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Feroz Shah Kotla,Delhi Daredevils
77,IPL-2008,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab
78,IPL-2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals
79,IPL-2008,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils
80,IPL-2008,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore
81,IPL-2008,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
82,IPL-2008,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Dr DY Patil Sports Academy,Mumbai Indians
83,IPL-2008,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sawai Mansingh Stadium,Rajasthan Royals
84,IPL-2008,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,M Chinnaswamy Stadium,Kings XI Punjab
85,IPL-2008,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,"MA Chidambaram Stadium, Chepauk",Deccan Chargers
86,IPL-2008,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Dr DY Patil Sports Academy,Mumbai Indians
87,IPL-2008,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Feroz Shah Kotla,Chennai Super Kings
88,IPL-2008,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders
89,IPL-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals
90,IPL-2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians
91,IPL-2008,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings
92,IPL-2008,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders
93,IPL-2008,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals
94,IPL-2008,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
95,IPL-2008,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Eden Gardens,Kolkata Knight Riders
96,IPL-2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians
97,IPL-2008,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
98,IPL-2008,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Feroz Shah Kotla,Delhi Daredevils
99,IPL-2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians
100,IPL-2008,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,Feroz Shah Kotla,Kings XI Punjab
101,IPL-2008,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sawai Mansingh Stadium,Rajasthan Royals
102,IPL-2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians
103,IPL-2008,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Eden Gardens,Chennai Super Kings
104,IPL-2008,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,M Chinnaswamy Stadium,Delhi Daredevils
105,IPL-2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Rajasthan Royals
106,IPL-2008,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Kings XI Punjab
107,IPL-2008,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore
108,IPL-2008,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab
109,IPL-2008,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Delhi Daredevils
110,IPL-2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals
111,IPL-2008,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,M Chinnaswamy Stadium,Royal Challengers Bangalore
112,IPL-2008,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Eden Gardens,Kolkata Knight Riders
113,IPL-2008,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals
114,IPL-2008,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings
115,IPL-2008,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Wankhede Stadium,Rajasthan Royals
116,IPL-2008,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Wankhede Stadium,Chennai Super Kings
117,IPL-2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Dr DY Patil Sports Academy,Rajasthan Royals
118,IPL-2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Newlands,Mumbai Indians
119,IPL-2009,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Newlands,Royal Challengers Bangalore
120,IPL-2009,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Newlands,Delhi Daredevils
121,IPL-2009,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Newlands,Deccan Chargers
122,IPL-2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,St George's Park,Chennai Super Kings
123,IPL-2009,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,Kolkata Knight Riders
124,IPL-2009,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,bat,Newlands,Deccan Chargers
125,IPL-2009,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Kingsmead,Delhi Daredevils
126,IPL-2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Newlands,Rajasthan Royals
127,IPL-2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kingsmead,Kings XI Punjab
128,IPL-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Kingsmead,Deccan Chargers
129,IPL-2009,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,bat,St George's Park,Delhi Daredevils
130,IPL-2009,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Newlands,Kings XI Punjab
131,IPL-2009,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,Kingsmead,Deccan Chargers
132,IPL-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,St George's Park,Mumbai Indians
133,IPL-2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,SuperSport Park,Rajasthan Royals
134,IPL-2009,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kingsmead,Royal Challengers Bangalore
135,IPL-2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Kingsmead,Kings XI Punjab
136,IPL-2009,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,SuperSport Park,Delhi Daredevils
137,IPL-2009,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,Chennai Super Kings
138,IPL-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Buffalo Park,Mumbai Indians
139,IPL-2009,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Kingsmead,Royal Challengers Bangalore
140,IPL-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,St George's Park,Rajasthan Royals
141,IPL-2009,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,New Wanderers Stadium,Chennai Super Kings
142,IPL-2009,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,St George's Park,Kings XI Punjab
143,IPL-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,New Wanderers Stadium,Royal Challengers Bangalore
144,IPL-2009,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Buffalo Park,Chennai Super Kings
145,IPL-2009,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kingsmead,Rajasthan Royals
146,IPL-2009,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kingsmead,Delhi Daredevils
147,IPL-2009,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,SuperSport Park,Deccan Chargers
148,IPL-2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,SuperSport Park,Rajasthan Royals
149,IPL-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,SuperSport Park,Chennai Super Kings
150,IPL-2009,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Buffalo Park,Delhi Daredevils
151,IPL-2009,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,De Beers Diamond Oval,Kings XI Punjab
152,IPL-2009,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,De Beers Diamond Oval,Chennai Super Kings
153,IPL-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,St George's Park,Mumbai Indians
154,IPL-2009,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,New Wanderers Stadium,Delhi Daredevils
155,IPL-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,De Beers Diamond Oval,Deccan Chargers
156,IPL-2009,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,SuperSport Park,Royal Challengers Bangalore
157,IPL-2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,SuperSport Park,Mumbai Indians
158,IPL-2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,Kingsmead,Delhi Daredevils
159,IPL-2009,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Kingsmead,Royal Challengers Bangalore
160,IPL-2009,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Kingsmead,Rajasthan Royals
161,IPL-2009,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,OUTsurance Oval,Kings XI Punjab
162,IPL-2009,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,St George's Park,Chennai Super Kings
163,IPL-2009,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,New Wanderers Stadium,Deccan Chargers
164,IPL-2009,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,New Wanderers Stadium,Kings XI Punjab
165,IPL-2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,OUTsurance Oval,Delhi Daredevils
166,IPL-2009,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,SuperSport Park,Kolkata Knight Riders
167,IPL-2009,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,New Wanderers Stadium,Royal Challengers Bangalore
168,IPL-2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kingsmead,Kolkata Knight Riders
169,IPL-2009,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kingsmead,Chennai Super Kings
170,IPL-2009,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,SuperSport Park,Delhi Daredevils
171,IPL-2009,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,SuperSport Park,Royal Challengers Bangalore
172,IPL-2009,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,SuperSport Park,Deccan Chargers
173,IPL-2009,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,New Wanderers Stadium,Royal Challengers Bangalore
174,IPL-2009,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,New Wanderers Stadium,Deccan Chargers
175,IPL-2010,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Dr DY Patil Sports Academy,Kolkata Knight Riders
176,IPL-2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Brabourne Stadium,Mumbai Indians
177,IPL-2010,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils
178,IPL-2010,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders
179,IPL-2010,Deccan Chargers,Chennai Super Kings,Deccan Chargers,bat,"MA Chidambaram Stadium, Chepauk",Deccan Chargers
180,IPL-2010,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,"Sardar Patel Stadium, Motera",Delhi Daredevils
181,IPL-2010,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,M Chinnaswamy Stadium,Royal Challengers Bangalore
182,IPL-2010,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Eden Gardens,Chennai Super Kings
183,IPL-2010,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Feroz Shah Kotla,Mumbai Indians
184,IPL-2010,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Royal Challengers Bangalore
185,IPL-2010,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,Feroz Shah Kotla,Chennai Super Kings
186,IPL-2010,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Barabati Stadium,Deccan Chargers
187,IPL-2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,"Sardar Patel Stadium, Motera",Rajasthan Royals
188,IPL-2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Brabourne Stadium,Royal Challengers Bangalore
189,IPL-2010,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Barabati Stadium,Deccan Chargers
190,IPL-2010,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab
191,IPL-2010,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Brabourne Stadium,Mumbai Indians
192,IPL-2010,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M Chinnaswamy Stadium,Royal Challengers Bangalore
193,IPL-2010,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals
